epoch,partition,loss,val_loss,gen_loss,date
5,1,0.02529093250632286,0.07105059921741486,0.06573711335659027,2020-04-12
1,2,0.01378971803933382,0.027039192616939545,0.09085188060998917,2020-04-12
2,2,0.012565507553517818,0.027069447562098503,0.09175489097833633,2020-04-12
3,2,0.012721695005893707,0.027241891250014305,0.09007423371076584,2020-04-12
4,2,0.012626424431800842,0.027794087305665016,0.09567531198263168,2020-04-12
5,2,0.01245921477675438,0.026811866089701653,0.09184212237596512,2020-04-12
6,1,0.0259131770581007,0.08709603548049927,0.07030311971902847,2020-04-12
7,1,0.025758376345038414,0.08284740895032883,0.07028886675834656,2020-04-12
8,1,0.025326410308480263,0.07290516048669815,0.06768923997879028,2020-04-12
9,1,0.025325806811451912,0.07341822981834412,0.06606400012969971,2020-04-12
10,1,0.024525582790374756,0.07698255777359009,0.06705998629331589,2020-04-12
6,2,0.012804732657968998,0.02798762544989586,0.07944048196077347,2020-04-12
7,2,0.013149506412446499,0.028555480763316154,0.08208766579627991,2020-04-12
8,2,0.012577995657920837,0.026639431715011597,0.08443032950162888,2020-04-12
9,2,0.012596008367836475,0.027729632332921028,0.08895226567983627,2020-04-12
10,2,0.012684633955359459,0.02865513041615486,0.08441679924726486,2020-04-12
1,1,0.018122093752026558,0.016409246250987053,0.059632427990436554,2020-04-26
2,1,0.014650560915470123,0.027605025097727776,0.09180842339992523,2020-04-26
3,1,0.013590416871011257,0.029161401093006134,0.11560484021902084,2020-04-26
4,1,0.013040011748671532,0.0361129492521286,0.15501154959201813,2020-04-26
5,1,0.013001798652112484,0.044682081788778305,0.1864136904478073,2020-04-26
1,2,0.0505865104496479,0.038177937269210815,0.06346011161804199,2020-04-26
2,2,0.029920903965830803,0.03230380266904831,0.06644255667924881,2020-04-26
3,2,0.024234823882579803,0.03172367811203003,0.06135869771242142,2020-04-26
4,2,0.02248026244342327,0.03142600134015083,0.06152087450027466,2020-04-26
5,2,0.021525386720895767,0.027854738757014275,0.057752825319767,2020-04-26
6,1,0.01550489105284214,0.02827211283147335,0.12553705275058746,2020-04-26
7,1,0.013439301401376724,0.04916932433843613,0.17368480563163757,2020-04-26
8,1,0.012513558380305767,0.04499872028827667,0.1905801147222519,2020-04-26
9,1,0.012178853154182434,0.05664689093828201,0.19517782330513,2020-04-26
10,1,0.01192596834152937,0.03180936351418495,0.16864889860153198,2020-04-26
6,2,0.03723863884806633,0.03368759900331497,0.060205452144145966,2020-04-26
7,2,0.02266804501414299,0.028926333412528038,0.05850842222571373,2020-04-26
8,2,0.021692970767617226,0.029346337541937828,0.05843675881624222,2020-04-26
9,2,0.021079229190945625,0.027544444426894188,0.05969107151031494,2020-04-26
10,2,0.020039381459355354,0.026866530999541283,0.05880333110690117,2020-04-26
1,1,0.014409434050321579,0.011679379269480705,0.02850235439836979,2020-05-10
2,1,0.010193862020969391,0.011171986348927021,0.029136627912521362,2020-05-10
3,1,0.01022180262953043,0.011181767098605633,0.029575500637292862,2020-05-10
4,1,0.009696245193481445,0.009378091432154179,0.029027270153164864,2020-05-10
5,1,0.009660224430263042,0.008828806690871716,0.028351476415991783,2020-05-10
1,2,0.02654322423040867,0.01513573620468378,0.03512503206729889,2020-05-10
2,2,0.018373502418398857,0.01639282889664173,0.03612518683075905,2020-05-10
3,2,0.017709024250507355,0.01595751754939556,0.039129938930273056,2020-05-10
4,2,0.017412403598427773,0.015232628211379051,0.04182662442326546,2020-05-10
5,2,0.017311539500951767,0.016299938783049583,0.043557558208703995,2020-05-10
6,1,0.011281630024313927,0.01109246350824833,0.02879113145172596,2020-05-10
7,1,0.009935523383319378,0.010014270432293415,0.028425436466932297,2020-05-10
8,1,0.009961199015378952,0.009306042455136776,0.028490537777543068,2020-05-10
9,1,0.009652217850089073,0.008912943303585052,0.028703557327389717,2020-05-10
10,1,0.010609118267893791,0.008545062504708767,0.027944810688495636,2020-05-10
6,2,0.01957329735159874,0.018691886216402054,0.03394560143351555,2020-05-10
7,2,0.01721126213669777,0.014213750138878822,0.03458424657583237,2020-05-10
8,2,0.017000624909996986,0.015184259042143822,0.03637196868658066,2020-05-10
9,2,0.01667417772114277,0.015737969428300858,0.03798523172736168,2020-05-10
10,2,0.016689812764525414,0.020359808579087257,0.04093479365110397,2020-05-10
1,1,0.010159780271351337,0.06715837866067886,0.04325033724308014,2020-05-24
2,1,0.00922177080065012,0.060923393815755844,0.04073642939329147,2020-05-24
3,1,0.008773770183324814,0.05781408026814461,0.03880246356129646,2020-05-24
4,1,0.00919275265187025,0.056070562452077866,0.03926825895905495,2020-05-24
5,1,0.008934017270803452,0.06321535259485245,0.042895663529634476,2020-05-24
1,2,0.0075310468673706055,0.01336838398128748,0.02326805144548416,2020-05-24
2,2,0.006466752849519253,0.012446473352611065,0.02302240952849388,2020-05-24
3,2,0.005986509378999472,0.010712645947933197,0.024930862709879875,2020-05-24
4,2,0.005677449982613325,0.01209613960236311,0.026477025821805,2020-05-24
5,2,0.005800608079880476,0.010503261350095272,0.02877243421971798,2020-05-24
6,1,0.009340406395494938,0.04264448583126068,0.03538738563656807,2020-05-24
7,1,0.008483316749334335,0.04593272879719734,0.03516681492328644,2020-05-24
8,1,0.008634371683001518,0.04410703852772713,0.0342775359749794,2020-05-24
9,1,0.00861764419823885,0.036676399409770966,0.030040081590414047,2020-05-24
10,1,0.008444689214229584,0.04121894761919975,0.03269188851118088,2020-05-24
6,2,0.006085747852921486,0.007164397742599249,0.020456088706851006,2020-05-24
7,2,0.005843594670295715,0.006802302319556475,0.022474434226751328,2020-05-24
8,2,0.005650265142321587,0.015015033073723316,0.02944333292543888,2020-05-24
9,2,0.0055382102727890015,0.007822921499609947,0.025538163259625435,2020-05-24
10,2,0.005550048779696226,0.011191679164767265,0.029194479808211327,2020-05-24
1,1,0.014903169125318527,0.03176047280430794,0.08051228523254395,2020-06-07
2,1,0.014258677139878273,0.030513254925608635,0.07924071699380875,2020-06-07
3,1,0.013947825878858566,0.029183702543377876,0.07645424455404282,2020-06-07
4,1,0.014094782993197441,0.035345304757356644,0.0800703763961792,2020-06-07
5,1,0.014018728397786617,0.034342315047979355,0.07833637297153473,2020-06-07
1,2,0.019938567653298378,0.036564651876688004,0.050982046872377396,2020-06-07
2,2,0.018397996202111244,0.03256303444504738,0.05172282084822655,2020-06-07
3,2,0.017123199999332428,0.030293621122837067,0.049385640770196915,2020-06-07
4,2,0.017146700993180275,0.028926633298397064,0.04829351603984833,2020-06-07
5,2,0.01690497435629368,0.03250536695122719,0.05528688430786133,2020-06-07
6,1,0.014606420882046223,0.03423170745372772,0.07739759236574173,2020-06-07
7,1,0.013929656706750393,0.031112004071474075,0.07674257457256317,2020-06-07
8,1,0.013912247493863106,0.030915740877389908,0.07663135230541229,2020-06-07
9,1,0.013548069633543491,0.03128134459257126,0.07391135394573212,2020-06-07
10,1,0.014045460149645805,0.030275944620370865,0.0713948979973793,2020-06-07
6,2,0.01771610975265503,0.028876405209302902,0.04634837061166763,2020-06-07
7,2,0.01693054474890232,0.029577428475022316,0.04712887853384018,2020-06-07
8,2,0.016688205301761627,0.030735699459910393,0.04957043379545212,2020-06-07
9,2,0.015979817137122154,0.029364535585045815,0.05158465728163719,2020-06-07
10,2,0.016277648508548737,0.02745003253221512,0.05161338672041893,2020-06-07
1,1,0.017559358850121498,0.02215380221605301,0.01726258359849453,2020-06-21
2,1,0.015909641981124878,0.021543243899941444,0.016767136752605438,2020-06-21
3,1,0.015542849898338318,0.02319551631808281,0.019709512591362,2020-06-21
4,1,0.015587521716952324,0.022727249190211296,0.018905872479081154,2020-06-21
5,1,0.015082885511219501,0.027605123817920685,0.021162141114473343,2020-06-21
1,2,0.012667626142501831,0.017631467431783676,0.031251344829797745,2020-06-21
2,2,0.011634863913059235,0.01683061197400093,0.025085261091589928,2020-06-21
3,2,0.011392537504434586,0.018460968509316444,0.025561511516571045,2020-06-21
4,2,0.011091899126768112,0.01584773324429989,0.023980407044291496,2020-06-21
5,2,0.011253784410655499,0.018105974420905113,0.02589033730328083,2020-06-21
6,1,0.0163146760314703,0.020486701279878616,0.018063325434923172,2020-06-21
7,1,0.015270267613232136,0.020939700305461884,0.01909078285098076,2020-06-21
8,1,0.014923427253961563,0.020024245604872704,0.018206628039479256,2020-06-21
9,1,0.015021711587905884,0.02223186381161213,0.018574409186840057,2020-06-21
10,1,0.01453182753175497,0.020093753933906555,0.018436461687088013,2020-06-21
6,2,0.011533932760357857,0.016031308099627495,0.02462252415716648,2020-06-21
7,2,0.01128234900534153,0.016926748678088188,0.022686760872602463,2020-06-21
8,2,0.010985673405230045,0.016221320256590843,0.028506124392151833,2020-06-21
9,2,0.011014825664460659,0.01596972905099392,0.025914616882801056,2020-06-21
10,2,0.010706241242587566,0.016140813007950783,0.02548982948064804,2020-06-21
1,1,0.012103727087378502,0.009692518971860409,0.012487285770475864,2020-07-05
2,1,0.01023147813975811,0.012127287685871124,0.013618352822959423,2020-07-05
3,1,0.010376006364822388,0.009192904457449913,0.01303471252322197,2020-07-05
4,1,0.010388636030256748,0.01051727868616581,0.013411490246653557,2020-07-05
5,1,0.010485345497727394,0.009448177181184292,0.013222129084169865,2020-07-05
1,2,0.011228825896978378,0.010911290533840656,0.02013814076781273,2020-07-05
2,2,0.010360216721892357,0.01074408832937479,0.020641237497329712,2020-07-05
3,2,0.010398095473647118,0.011395732872188091,0.01659979484975338,2020-07-05
4,2,0.010255667380988598,0.013995714485645294,0.016727931797504425,2020-07-05
5,2,0.01022785622626543,0.012309868820011616,0.016812168061733246,2020-07-05
6,1,0.01155701931566,0.008780190721154213,0.013044614344835281,2020-07-05
7,1,0.010432290844619274,0.011613353155553341,0.013405057601630688,2020-07-05
8,1,0.01005355454981327,0.009861070662736893,0.013368319720029831,2020-07-05
9,1,0.009995226748287678,0.008961775340139866,0.013082803227007389,2020-07-05
10,1,0.009947030805051327,0.010271030478179455,0.013237500563263893,2020-07-05
6,2,0.010484040714800358,0.010952766053378582,0.018454445526003838,2020-07-05
7,2,0.010328082367777824,0.010216590017080307,0.015385854989290237,2020-07-05
8,2,0.010189073160290718,0.01248733140528202,0.01651638373732567,2020-07-05
9,2,0.010115370154380798,0.012873872183263302,0.017076877877116203,2020-07-05
10,2,0.01015846710652113,0.011835687793791294,0.01996057853102684,2020-07-05
1,1,0.020431095734238625,0.013277466408908367,0.016535785049200058,2020-07-19
2,1,0.01979617215692997,0.013312794268131256,0.01711612194776535,2020-07-19
3,1,0.01877535879611969,0.013861485756933689,0.020333118736743927,2020-07-19
4,1,0.018457889556884766,0.013073285110294819,0.019540289416909218,2020-07-19
5,1,0.018552348017692566,0.01420931238681078,0.019132208079099655,2020-07-19
1,2,0.012329012155532837,0.01374890934675932,0.018189404159784317,2020-07-19
2,2,0.011134698987007141,0.012201044708490372,0.01781495288014412,2020-07-19
3,2,0.011047938838601112,0.013412382453680038,0.017897989600896835,2020-07-19
4,2,0.011296163313090801,0.013670246116816998,0.018994102254509926,2020-07-19
5,2,0.01059047318994999,0.012851796112954617,0.018021132797002792,2020-07-19
6,1,0.01917707547545433,0.01423730980604887,0.019314423203468323,2020-07-19
7,1,0.018150536343455315,0.013421501964330673,0.020908664911985397,2020-07-19
8,1,0.018686464056372643,0.013523796573281288,0.022517811506986618,2020-07-19
9,1,0.018214305862784386,0.014098168350756168,0.022936368361115456,2020-07-19
10,1,0.018047017976641655,0.013207446783781052,0.02086847461760044,2020-07-19
6,2,0.01123321708291769,0.0143256401643157,0.017988404259085655,2020-07-19
7,2,0.010767930187284946,0.012024124152958393,0.017682518810033798,2020-07-19
8,2,0.010741416364908218,0.015686042606830597,0.019753865897655487,2020-07-19
9,2,0.010327836498618126,0.01280510425567627,0.018611500039696693,2020-07-19
10,2,0.010382508859038353,0.015792738646268845,0.019973205402493477,2020-07-19
1,1,0.025185495615005493,0.05394037440419197,0.043029580265283585,2020-08-02
2,1,0.023709800094366074,0.05481065809726715,0.04489999637007713,2020-08-02
3,1,0.023712586611509323,0.058608926832675934,0.05003791302442551,2020-08-02
4,1,0.02334631234407425,0.05659708008170128,0.0441787987947464,2020-08-02
5,1,0.02315852791070938,0.058686573058366776,0.04903019219636917,2020-08-02
1,2,0.007234170101583004,0.015336565673351288,0.022092215716838837,2020-08-02
2,2,0.0057795122265815735,0.014126974157989025,0.021308526396751404,2020-08-02
3,2,0.005359267815947533,0.012402195483446121,0.02099168486893177,2020-08-02
4,2,0.005293345544487238,0.013148177415132523,0.021404145285487175,2020-08-02
5,2,0.005375199019908905,0.014154193922877312,0.02124284766614437,2020-08-02
6,1,0.023632992058992386,0.05347183719277382,0.04175058379769325,2020-08-02
7,1,0.02318800985813141,0.05561840161681175,0.046565886586904526,2020-08-02
8,1,0.0228726826608181,0.06152912229299545,0.05247753486037254,2020-08-02
9,1,0.02282794378697872,0.0640142634510994,0.05427808687090874,2020-08-02
10,1,0.02246919833123684,0.06137858331203461,0.04943740740418434,2020-08-02
6,2,0.007882361300289631,0.013269995339214802,0.021322891116142273,2020-08-02
7,2,0.005554834846407175,0.013834488578140736,0.024779340252280235,2020-08-02
8,2,0.005310698412358761,0.0154288774356246,0.024473043158650398,2020-08-02
9,2,0.005218995735049248,0.013347720727324486,0.023061832413077354,2020-08-02
10,2,0.005082377698272467,0.013634052127599716,0.023028483614325523,2020-08-02
1,1,0.017724765464663506,0.04046899080276489,0.0379016175866127,2020-08-16
2,1,0.016697082668542862,0.04005305469036102,0.03933386132121086,2020-08-16
3,1,0.015617958270013332,0.032972827553749084,0.03385838121175766,2020-08-16
4,1,0.015279049053788185,0.03343449905514717,0.03410748764872551,2020-08-16
5,1,0.014992371201515198,0.034691810607910156,0.03415878862142563,2020-08-16
1,2,0.013302968814969063,0.016554562374949455,0.022752957418560982,2020-08-16
2,2,0.01243951078504324,0.01719113625586033,0.028929566964507103,2020-08-16
3,2,0.012096147984266281,0.018161538988351822,0.02118324115872383,2020-08-16
4,2,0.011565357446670532,0.015303845517337322,0.020363355055451393,2020-08-16
5,2,0.011333015747368336,0.023284805938601494,0.02624986320734024,2020-08-16
6,1,0.016981203109025955,0.030347056686878204,0.029092758893966675,2020-08-16
7,1,0.01500619389116764,0.03084452450275421,0.02973843924701214,2020-08-16
8,1,0.015418406575918198,0.028859982267022133,0.03051537275314331,2020-08-16
9,1,0.01466804463416338,0.027623489499092102,0.030676603317260742,2020-08-16
10,1,0.014304742217063904,0.030640775337815285,0.032396350055933,2020-08-16
6,2,0.01233641430735588,0.015131610445678234,0.022198539227247238,2020-08-16
7,2,0.011091215535998344,0.01638791337609291,0.019865963608026505,2020-08-16
8,2,0.011053779162466526,0.015351731330156326,0.02114362083375454,2020-08-16
9,2,0.01103141438215971,0.015208746306598186,0.019919192418456078,2020-08-16
10,2,0.01115915272384882,0.016507428139448166,0.021341094747185707,2020-08-16
